name,city,country,IATA,latitude,longitude,population
George Best Belfast City Airport,Belfast,United Kingdom,BHD,54.61809921264648,-5.872499942779541,725581.6180400236
Birmingham International Airport,Birmingham,United Kingdom,BHX,52.4538993835,-1.74802994728,4865361.736273929
Bastia-Poretta Airport,Bastia,France,BIA,42.55270004272461,9.48373031616211,501051.9337969818
Bilbao Airport,Bilbao,Spain,BIO,43.30110168457031,-2.9106099605560303,1937302.4193806783
Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,BIQ,43.4683333,-1.5311111,1030100.5151779564
Båtsfjord Airport,Batsfjord,Norway,BJF,70.60050201416,29.691400527954,64938.3766952366
Milas Bodrum International Airport,Bodrum,Turkey,BJV,37.25059890749999,27.6643009186,910071.1612791652
Badajoz Airport,Badajoz,Spain,BJZ,38.891300201416016,-6.8213300704956055,359080.1940405778
Borlange Airport,Borlange,Sweden,BLE,60.422000885009766,15.515199661254885,136921.69359700143
Blackpool International Airport,Blackpool,United Kingdom,BLK,53.77170181274414,-3.0286099910736084,523254.89424852177
Billund Airport,Billund,Denmark,BLL,55.7402992249,9.15178012848,1624445.4147111154
Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,44.5354,11.2887,2928529.951760764
Stockholm-Bromma Airport,Stockholm,Sweden,BMA,59.354400634765625,17.941699981689453,506689.82597504
Brønnøysund Airport,Bronnoysund,Norway,BNN,65.461097717285,12.217499732971,32444.404724814893
Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,44.94139862060547,17.297500610351562,400821.9308081627
Bordeaux-Mérignac Airport,Bordeaux,France,BOD,44.8283004761,-0.715556025505,2735864.9398810454
Bournemouth Airport,Bournemouth,United Kingdom,BOH,50.77999877929688,-1.8424999713897705,685927.907393852
Burgas Airport,Bourgas,Bulgaria,BOJ,42.56959915161133,27.515199661254883,2774839.831857306
Bodø Airport,Bodo,Norway,BOO,67.26920318603516,14.365300178527832,71987.85555585494
Bremen Airport,Bremen,Germany,BRE,53.0475006104,8.78666973114,2576350.439639456
Bari Karol Wojtyła Airport,Bari,Italy,BRI,41.138901,16.760599,2546332.575177045
Bern Belp Airport,Bern,Switzerland,BRN,46.914100647,7.497149944309999,792370.9103549417
Brno-Tuřany Airport,Brno,Czech Republic,BRQ,49.15129852294922,16.694400787353516,437737.45919382
Barra Airport,Barra,United Kingdom,BRR,57.0228,-7.44306,49850.509853682335
Bristol Airport,Bristol,United Kingdom,BRS,51.382702,-2.71909,3204335.052155592
Brussels Airport,Brussels,Belgium,BRU,50.9014015198,4.48443984985,7692796.343943614
EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,BSL,47.59,7.5291667,3134357.581438463
M. R. Štefánik Airport,Bratislava,Slovakia,BTS,48.17020034790039,17.21269989013672,1442676.878418645
Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,47.42976,19.261093,6264946.065942714
Paris Beauvais Tillé Airport,Beauvais,France,BVA,49.45439910888672,2.1127800941467285,2228711.1557010016
Brive Souillac Airport,Brive,France,BVE,45.039722,1.485556,451130.5258940574
Berlevåg Airport,Berlevag,Norway,BVG,70.871399,29.034201,29184.94523630356
Bol Airport,Brac,Croatia,BWK,43.28570175170898,16.67970085144043,143814.84741081606
Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG,53.0968017578,17.9776992798,765053.1883884212
Bolzano Airport,Bolzano,Italy,BZO,46.460201,11.3264,237761.28876667013
Béziers-Vias Airport,Beziers,France,BZR,43.32350158691406,3.353899955749512,540569.7822851315
Cagliari Elmas Airport,Cagliari,Italy,CAG,39.251499,9.05428,557434.6778171413
Campbeltown Airport,Campbeltown,United Kingdom,CAL,55.437198638916016,-5.686389923095703,139652.22015832047
Carcassonne Airport,Carcassonne,France,CCF,43.21599960327149,2.3063199520111084,638591.4103871565
Charles de Gaulle International Airport,Paris,France,CDG,49.012798,2.55,10839045.446403593
Hawarden Airport,Hawarden,United Kingdom,CEG,53.1781005859375,-2.977780103683472,275256.9851160626
Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,CFE,45.7867012024,3.1691699028,467076.47609902354
Donegal Airport,Dongloe,Ireland,CFN,55.0442008972168,-8.340999603271484,110985.43972268082
Caen-Carpiquet Airport,Caen,France,CFR,49.173301696777344,-0.449999988079071,443694.0912829746
Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,CFU,39.601898193359375,19.911699295043945,1176213.12703718
Cologne Bonn Airport,Cologne,Germany,CGN,50.8658981323,7.1427397728,5098720.526795006
Chania International Airport,Chania,Greece,CHQ,35.531700134277344,24.14970016479492,139117.41812773465
Ciampino–G. B. Pastine International Airport,Rome,Italy,CIA,41.7994,12.5949,2110290.542644328
Comiso Airport,Comiso,Italy,CIY,36.994601,14.607182,363719.6507745457
Çanakkale Airport,Canakkale,Turkey,CKZ,40.1376991272,26.4267997742,364435.5253070496
Cluj-Napoca International Airport,Cluj-napoca,Romania,CLJ,46.78519821166992,23.686199188232425,2719194.362453142
Calvi-Sainte-Catherine Airport,Calvi,France,CLY,42.5244444,8.7930556,192816.61342276755
Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,55.617900848389,12.656000137329,3915321.516049029
Craiova Airport,Craiova,Romania,CRA,44.31809997558594,23.888599395751957,973101.3583913944
Brussels South Charleroi Airport,Charleroi,Belgium,CRL,50.459202,4.45382,5016314.800925821
Catania-Fontanarossa Airport,Catania,Italy,CTA,37.466801,15.0664,2025865.0821023409
Cuneo International Airport,Cuneo,Italy,CUF,44.547001,7.62322,387006.3140374657
Cardiff International Airport,Cardiff,United Kingdom,CWL,51.39670181274414,-3.343329906463623,962907.4361348746
Dubrovnik Airport,Dubrovnik,Croatia,DBV,42.5614013671875,18.268199920654297,2572636.750903183
Castres-Mazamet Airport,Castres,France,DCM,43.55630111694336,2.289180040359497,459104.0913811156
Debrecen International Airport,Debrecen,Hungary,DEB,47.48889923095703,21.61529922485352,586769.9575476404
Dijon-Bourgogne Airport,Dijon,France,DIJ,47.268902,5.09,199706.81138874247
Diyarbakir Airport,Diyabakir,Turkey,DIY,37.893901825,40.2010002136,1617043.579367782
Dole-Tavaux Airport,Dole,France,DLE,47.042686,5.435063,310330.9409234281
Dalaman International Airport,Dalaman,Turkey,DLM,36.7131004333,28.7924995422,854740.627520843
Dundee Airport,Dundee,United Kingdom,DND,56.45249938964844,-3.025830030441284,89212.17218237101
Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,DNK,48.357200622558594,35.10060119628906,3875892.1005799607
Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,DNR,48.58769989013672,-2.0799601078033447,321207.3358127817
Çardak Airport,Denizli,Turkey,DNZ,37.7855987549,29.7012996674,266654.5485408466
Donetsk International Airport,Donetsk,Ukraine,DOK,48.07360076904297,37.73970031738281,3740959.071403217
Deauville-Saint-Gatien Airport,Deauville,France,DOL,49.3652992249,0.154305994511,224159.77375138007
Dresden Airport,Dresden,Germany,DRS,51.1328010559082,13.767200469970703,1491424.562559604
Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,DSA,53.4805378105,-1.01065635681,565213.7052684186
Dortmund Airport,Dortmund,Germany,DTM,51.51829910279999,7.61223983765,2008905.5921954475
Dublin Airport,Dublin,Ireland,DUB,53.421299,-6.27007,4327970.817869042
Düsseldorf Airport,Duesseldorf,Germany,DUS,51.289501,6.76678,9419250.901316565
San Sebastian Airport,San Sebastian,Spain,EAS,43.35649871826172,-1.7906099557876587,333701.82886570005
Marina Di Campo Airport,Marina Di Campo,Italy,EBA,42.7603,10.2394,298078.42286051763
Esbjerg Airport,Esbjerg,Denmark,EBJ,55.525902,8.5534,223136.865233592
Saint-Étienne-Bouthéon Airport,St-Etienne,France,EBU,45.54059982299805,4.296390056610107,377241.2210786646
Edinburgh Airport,Edinburgh,United Kingdom,EDI,55.95000076293945,-3.372499942779541,2853503.172181112
Balıkesir Körfez Airport,Balikesir Korfez,Turkey,EDO,39.554599762,27.0137996674,261481.02274963245
Kefallinia Airport,Keffallinia,Greece,EFL,38.12009811401367,20.5004997253418,130027.0448007651
Bergerac-Roumanière Airport,Bergerac,France,EGC,44.82529830932617,0.5186110138893127,601612.830039261
Eindhoven Airport,Eindhoven,Netherlands,EIN,51.4500999451,5.37452983856,3071766.201965388
East Midlands Airport,East Midlands,United Kingdom,EMA,52.8311004639,-1.32806003094,3179507.8349122894
Eday Airport,Eday,United Kingdom,EOI,59.19060134887695,-2.7722198963165283,25074.7919996608
Erzincan Airport,Erzincan,Turkey,ERC,39.7102012634,39.5270004272,903422.482765216
Erfurt Airport,Erfurt,Germany,ERF,50.97980117797852,10.958100318908691,483956.9881750188
Erzurum International Airport,Erzurum,Turkey,ERZ,39.9565010071,41.17020034789999,763526.7073081981
Esenboğa International Airport,Ankara,Turkey,ESB,40.1281013489,32.995098114,8161005.472224914
Metz-Nancy-Lorraine Airport,Metz,France,ETZ,48.9821014404,6.25131988525,366431.3890485881
"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,EVE,68.491302490234,16.678100585938,34696.72662481683
Sveg Airport,Sveg,Sweden,EVG,62.04779815673828,14.422900199890137,64419.4624470568
Exeter International Airport,Exeter,United Kingdom,EXT,50.73440170288086,-3.4138898849487305,700459.8860709197
Elazığ Airport,Elazig,Turkey,EZS,38.6068992615,39.2914009094,1343038.193713867
Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,41.8002778,12.2388889,7655450.213765309
Friedrichshafen Airport,Friedrichshafen,Germany,FDH,47.6712989807,9.51148986816,830597.3500848615
Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,FKB,48.7793998718,8.08049964905,895262.7241503234
Peretola Airport,Florence,Italy,FLR,43.810001,11.2051,1207757.5557963187
Memmingen Allgau Airport,Memmingen,Germany,FMM,47.9888000488,10.2395000458,1039417.400847828
Münster Osnabrück Airport,Munster,Germany,FMO,52.134601593,7.68483018875,870899.125955608
Madeira Airport,Funchal,Portugal,FNC,32.697899,-16.7745,237307.164418968
Nîmes-Arles-Camargue Airport,Nimes,France,FNI,43.75740051269531,4.4163498878479,246858.8385631861
Frankfurt am Main Airport,Frankfurt,Germany,FRA,50.033333,8.570556,13083168.879119445
Florø Airport,Floro,Norway,FRO,61.583599090576,5.0247201919556,60002.19329960983
Figari Sud-Corse Airport,Figari,France,FSC,41.5005989074707,9.097780227661133,189731.8232782452
Guernsey Airport,Guernsey,Guernsey,GCI,49.435001373291016,-2.601969957351685,917240.5648881549
Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN,54.37760162353516,18.46619987487793,4016796.201815404
Gällivare Airport,Gallivare,Sweden,GEV,67.13240051269531,20.814599990844727,70605.68419008168
Gibraltar Airport,Gibraltar,Gibraltar,GIB,36.1511993408,-5.3496599197400005,773848.6133284519
Glasgow International Airport,Glasgow,United Kingdom,GLA,55.8718986511,-4.43306016922,2162501.718671045
Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,51.89419937133789,-2.167220115661621,257363.0309061109
Şanlıurfa GAP Airport,Sanliurfa,Turkey,GNY,37.445663,38.895592,2586635.277570377
Genoa Cristoforo Colombo Airport,Genoa,Italy,GOA,44.4133,8.8375,841197.53729987
Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT,57.662799835205,12.279800415039,1132214.7170279955
Araxos Airport,Patras,Greece,GPA,38.1511,21.4256,179545.54711741034
Girona Airport,Gerona,Spain,GRO,41.901000977,2.7605500221,1574315.3686888209
Eelde Airport,Groningen,Netherlands,GRQ,53.1197013855,6.57944011688,460139.9150142346
Federico Garcia Lorca Airport,Granada,Spain,GRX,37.18870162963867,-3.777359962463379,476579.4150662182
Graz Airport,Graz,Austria,GRZ,46.9911003112793,15.439599990844728,786326.811142829
Gothenburg City Airport,Gothenborg,Sweden,GSE,57.7747,11.8704,675294.347101674
Geneva Cointrin International Airport,Geneva,Switzerland,GVA,46.23809814453125,6.108950138092041,5874051.80447152
Westerland Sylt Airport,Westerland,Germany,GWT,54.9132003784,8.34047031403,436803.44106148
Gazipaşa Airport,Alanya,Turkey,GZP,36.299217,32.300598,588491.2507256321
Gaziantep International Airport,Gaziantep,Turkey,GZT,36.9472007751,37.4786987305,3607948.902903505
Hasvik Airport,Hasvik,Norway,HAA,70.486701965332,22.139699935913,10146.611848011664
Halmstad Airport,Halmstad,Sweden,HAD,56.69110107421875,12.820199966430664,276330.8516047493
Hannover Airport,Hannover,Germany,HAJ,52.461101532,9.68507957458,3452941.7555801263
Hamburg Airport,Hamburg,Germany,HAM,53.630401611328,9.9882297515869,5161249.4499738
Haugesund Airport,Haugesund,Norway,HAU,59.34529876709,5.2083601951599,102133.69498176636
Heringsdorf Airport,Heringsdorf,Germany,HDF,53.8787002563,14.152299881,383255.1099312395
Helsinki Vantaa Airport,Helsinki,Finland,HEL,60.317199707031,24.963300704956,3237729.499253872
Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,HER,35.3396987915,25.1802997589,193446.41792506448
Hagfors Airport,Hagfors,Sweden,HFS,60.02009963989258,13.578900337219238,184588.03669607
Hammerfest Airport,Hammerfest,Norway,HFT,70.679702758789,23.668600082397,29921.99539439805
Frankfurt-Hahn Airport,Hahn,Germany,HHN,49.9487,7.26389,2257942.2863971186
Hemavan Airport,Hemavan,Sweden,HMV,65.80609893798828,15.082799911499023,17199.895141251684
"Ørsta-Volda Airport, Hovden",Orsta-Volda,Norway,HOV,62.180000305176,6.0741000175476,61381.00981659564
Kharkiv International Airport,Kharkov,Ukraine,HRK,49.924800872802734,36.290000915527344,3609796.7234792463
Hatay Airport,Hatay,Turkey,HTY,36.36277771,36.282222747800006,5138236.905169747
Humberside Airport,Humberside,United Kingdom,HUY,53.57440185546875,-0.350832998752594,395579.4172116493
Valan Airport,Honningsvag,Norway,HVG,71.009696960449,25.983600616455,6567.423441892698
Iaşi Airport,Iasi,Romania,IAS,47.17850112915039,27.6205997467041,2233171.735689774
Ibiza Airport,Ibiza,Spain,IBZ,38.8728981018,1.3731199502899998,2148198.2751295604
Kiev Zhuliany International Airport,Kiev,Ukraine,IEV,50.40194,30.45194,3259557.059135359
Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine,IFO,48.88420104980469,24.68610000610352,1174430.2308854407
Iğdır Airport,Igdir,Turkey,IGD,39.9766273499,43.8766479492,605439.6473542645
Lleida-Alguaire Airport,Lleida,Spain,ILD,41.728185,0.535023,192914.7991576046
Islay Airport,Islay,United Kingdom,ILY,55.68190002441406,-6.256669998168945,96400.40569826572
Innsbruck Airport,Innsbruck,Austria,INN,47.260201,11.344,450910.9290990624
Inverness Airport,Inverness,United Kingdom,INV,57.54249954223633,-4.047500133514404,249880.2362047609
Ioannina Airport,Ioannina,Greece,IOA,39.6963996887207,20.82250022888184,153754.31458882082
Isle of Man Airport,Isle Of Man,Isle of Man,IOM,54.08330154418945,-4.623889923095703,867435.7405887784
St. Mary's Airport,ST MARY\'S,United Kingdom,ISC,49.91329956054688,-6.291669845581055,153397.90170841906
Ivalo Airport,Ivalo,Finland,IVL,68.607299804688,27.405300140381,42285.69749224697
Jersey Airport,Jersey,Jersey,JER,49.20790100097656,-2.195509910583496,1485424.1628844943
Ikaria Airport,Ikaria,Greece,JIK,37.6827011108,26.3470993042,276976.0400486171
Jönköping Airport,Joenkoeping,Sweden,JKG,57.757598876953125,14.068699836730955,149655.81165761914
Chios Island National Airport,Chios,Greece,JKH,38.34320068359375,26.140600204467773,444366.05042443576
Kalymnos Airport,Kalymnos,Greece,JKL,36.9632987976,26.9405994415,296598.7728813692
Mikonos Airport,Mykonos,Greece,JMK,37.43510055541992,25.348100662231445,552634.7893377619
Naxos Airport,Cyclades Islands,Greece,JNX,37.0811004639,25.3680992126,161763.1999685054
Joensuu Airport,Joensuu,Finland,JOE,62.662899017334,29.607500076294,256935.2636892251
Sitia Airport,Sitia,Greece,JSH,35.21609878540039,26.101299285888672,47293.954053975314
Skiathos Island National Airport,Skiathos,Greece,JSI,39.17710113525391,23.503700256347656,161983.2895949773
Syros Airport,Syros Island,Greece,JSY,37.4227981567,24.9508991241,164652.95992358556
Santorini Airport,Thira,Greece,JTR,36.399200439453125,25.47929954528809,82651.2449121035
Astypalaia Airport,Astypalaia,Greece,JTY,36.5798988342,26.3757991791,169865.55380957597
Jyvaskyla Airport,Jyvaskyla,Finland,JYV,62.399501800537,25.678300857544,182250.5165323295
Kajaani Airport,Kajaani,Finland,KAJ,64.285499572754,27.692399978638,142631.0769086168
Kuusamo Airport,Kuusamo,Finland,KAO,65.987602233887,29.239400863647,87560.28899575927
Boryspil International Airport,Kiev,Ukraine,KBP,50.345001220703125,30.894699096679688,7826656.533948344
Kahramanmaraş Airport,Kahramanmaras,Turkey,KCM,37.5388259888,36.9535217285,2556362.1808009865
Cengiz Topel Airport,Topel,Turkey,KCO,40.73500061035156,30.08329963684082,524312.3005302721
Kemi-Tornio Airport,Kemi,Finland,KEM,65.778701782227,24.582099914551,109916.34111087448
Kos Airport,Kos,Greece,KGS,36.79330062866211,27.091699600219727,907735.1876452456
Kristianstad Airport,Kristianstad,Sweden,KID,55.92169952392578,14.08549976348877,109468.78988722528
Kerry Airport,Kerry,Ireland,KIR,52.18090057373047,-9.52377986907959,110596.01233180294
Kithira Airport,Kithira,Greece,KIT,36.2742996216,23.0170001984,97513.5963350777
Chişinău International Airport,Chisinau,Moldova,KIV,46.92770004272461,28.93099975585937,5395799.948155632
Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,KKN,69.725799560547,29.891300201416,112782.58002498426
Kalmar Airport,Kalkmar,Sweden,KLR,56.68550109863281,16.287599563598633,95677.71171290542
Klagenfurt Airport,Klagenfurt,Austria,KLU,46.642502,14.3377,308604.3106671528
Kalamata Airport,Kalamata,Greece,KLX,37.06829833984375,22.02549934387207,255872.6266278289
Kirkwall Airport,Kirkwall,United Kingdom,KOI,58.957801818847656,-2.9049999713897705,131082.63218643068
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,63.721199035645,23.143100738525,191754.37834466965
Kramfors Sollefteå Airport,Kramfors,Sweden,KRF,63.04859924316406,17.76889991760254,81680.86954927053
Kraków John Paul II International Airport,Krakow,Poland,KRK,50.077702,19.7848,6796576.7831519535
Kiruna Airport,Kiruna,Sweden,KRN,67.821998596191,20.336799621582,27888.8128309696
Karup Airport,Karup,Denmark,KRP,56.29750061035156,9.124629974365234,125164.62354608314
Kristiansand Airport,Kristiansand,Norway,KRS,58.204201,8.08537,231417.67085483525
Košice Airport,Kosice,Slovakia,KSC,48.66310119628906,21.241100311279297,931562.6831396084
Karlstad Airport,Karlstad,Sweden,KSD,59.4446983337,13.3374004364,137267.24416895938
Kassel-Calden Airport,Kassel,Germany,KSF,51.417273,9.384967,312400.70140163763
Kasos Airport,Kasos,Greece,KSJ,35.4213981628,26.9099998474,40217.19173849
Kastoria National Airport,Kastoria,Greece,KSO,40.4463005066,21.2821998596,222825.27098846235
Kristiansund Airport (Kvernberget),Kristiansund,Norway,KSU,63.111801147461,7.824520111084,88121.9877499449
Kars Airport,Kars,Turkey,KSY,40.562198638916016,43.1150016784668,698282.4539544643
Kittilä Airport,Kittila,Finland,KTT,67.700996398926,24.846799850464,40040.54744175603
Katowice International Airport,Katowice,Poland,KTW,50.4743,19.08,3839662.726646837
Kaunas International Airport,Kaunas,Lithuania,KUN,54.96390151977539,24.084800720214844,1347333.7540341313
Kuopio Airport,Kuopio,Finland,KUO,63.007099151611,27.797800064087,140062.3628354696
Alexander the Great International Airport,Kavala,Greece,KVA,40.91329956054688,24.619199752807617,344500.6670086545
Konya Airport,Konya,Turkey,KYA,37.979,32.561901,778410.9313914793
Kastelorizo Airport,Kastelorizo,Greece,KZS,36.1417007446,29.576400756799995,102064.3347978595
Lannion-Côte de Granit Airport,Lannion,France,LAI,48.754398,-3.47166,185232.5813828325
Leeds Bradford Airport,Leeds,United Kingdom,LBA,53.86589813232422,-1.6605700254440308,2316652.070364594
Lübeck Blankensee Airport,Luebeck,Germany,LBC,53.8054008484,10.7192001343,417631.6936452384
A Coruña Airport,La Coruna,Spain,LCG,43.302101,-8.37726,783256.270599916
London City Airport,London,United Kingdom,LCY,51.505299,0.055278,1698544.501641092
Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,LDE,43.1786994934082,-0.0064389999024569,510577.3497416964
City of Derry Airport,Londonderry,United Kingdom,LDY,55.04280090332031,-7.161109924316406,179728.35766907738
Le Havre Octeville Airport,Le Havre,France,LEH,49.53390121459961,0.0880559980869293,241198.97501381216
Almería International Airport,Almeria,Spain,LEI,36.84389877319336,-2.3701000213623047,1546931.493522924
Leipzig/Halle Airport,Leipzig,Germany,LEJ,51.423889,12.236389,1871262.0958050345
Leon Airport,Leon,Spain,LEN,42.5890007019043,-5.65556001663208,298833.0320842996
Land's End Airport,Land's End,United Kingdom,LEQ,50.102798,-5.67056,103424.37862711564
Liège Airport,Liege,Belgium,LGG,50.63740158081055,5.443220138549805,626258.1305220983
London Gatwick Airport,London,United Kingdom,LGW,51.148102,-0.190278,6600194.630782393
London Heathrow Airport,London,United Kingdom,LHR,51.4706,-0.461941,8336719.005630072
Limoges Airport,Limoges,France,LIG,45.86280059814453,1.1794400215148926,744502.6437166019
Lille-Lesquin Airport,Lille,France,LIL,50.563332,3.086886,1773506.4510905968
Milano Linate Airport,Milan,Italy,LIN,45.445099,9.27674,1815335.4609044336
Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,38.7813,-9.13592,5658493.326339722
Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,LJU,46.223701,14.4576,1050504.0992753173
Banak Airport,Lakselv,Norway,LKL,70.068801879883,24.973499298096,12822.497281471784
Leknes Airport,Leknes,Norway,LKN,68.152496337891,13.609399795532,20764.7743194532
Luleå Airport,Lulea,Sweden,LLA,65.543800354004,22.121999740601,233648.9339792077
Lampedusa Airport,Lampedusa,Italy,LMP,35.497898,12.6181,127421.16612371586
Linz Hörsching Airport,Linz,Austria,LNZ,48.2332,14.1875,558591.8262375607
Linköping City Airport,Linkoeping,Sweden,LPI,58.4062004089,15.6805000305,116416.62907369614
Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,53.33359909057617,-2.849720001220703,2331429.609525794
Lappeenranta Airport,Lappeenranta,Finland,LPP,61.044601,28.144743,386504.1904175766
Le Puy-Loudes Airport,Le Puy,France,LPY,45.0806999206543,3.762890100479126,255357.44582294932
La Rochelle-Île de Ré Airport,La Rochelle,France,LRH,46.17919921875,-1.1952799558639526,569849.8999957832
Leros Airport,Leros,Greece,LRS,37.184898,26.800301,341538.5873582358
Lorient South Brittany (Bretagne Sud) Airport,Lorient,France,LRT,47.76060104370117,-3.440000057220459,249137.76057101387
Sumburgh Airport,Sumburgh,United Kingdom,LSI,59.87889862060547,-1.295560002326965,10322.941745817112
London Luton Airport,London,United Kingdom,LTN,51.874698638916016,-0.3683330118656158,3712296.911362089
Lugano Airport,Lugano,Switzerland,LUG,46.00429916379999,8.9105796814,278743.3620402741
Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,49.6233333,6.2044444,2339826.2423897767
Lublin Airport,Lublin,Poland,LUZ,51.240278,22.713611,1876918.1382017464
